Time, Value
0.009216, 88.396263
0.009277, 86.351509
0.009338, 88.434776
0.009399, 87.053879
0.009460, 93.176979
0.009521, 83.739609
0.009583, 87.128944
0.009644, 88.321274
0.009705, 92.129547
0.009766, 87.552711
0.009827, 90.400146
0.009888, 88.120079
0.009949, 88.287193
0.010010, 90.085014
0.010071, 89.189720
0.010132, 85.238029
0.010193, 89.358818
0.010254, 88.953255
0.010315, 85.235420
0.010376, 83.452988
0.010437, 89.582802
0.010498, 87.506744
0.010559, 84.080971
0.010620, 82.961136
0.010681, 86.728722
0.010742, 89.139252
0.010803, 81.424911
0.010864, -21.071499
0.010925, 81.993164
0.010986, 87.112785
0.011047, 88.467438
0.011108, 89.556030
0.011169, 85.782021
0.011230, 87.465256
0.011292, 85.824684
0.011353, 88.237358
0.011414, 84.822227
0.011475, 87.884460
0.011536, 86.731606
0.011597, 84.104095
0.011658, 85.617439
0.011719, 87.072113
0.011780, 87.424362
0.011841, 85.894402
0.011902, 81.851822
0.011963, 85.428078
0.012024, 82.030182
0.012085, 90.186630
0.012146, 83.581139
0.012207, 81.083946
0.012268, 86.634308
0.012329, 82.250099
0.012390, 86.321930
0.012451, 83.549355
0.012512, 85.341263
0.012573, 81.229248
0.012634, 82.514160
0.012695, 82.355827
0.012756, 84.665726
0.012817, 83.480331
0.012878, 90.430527
0.012939, 80.770073
0.013000, 85.992897
0.013062, 82.085960
0.013123, 81.278709
0.013184, 85.550987
0.013245, 85.258606
0.013306, 81.868179
0.013367, 84.997040
0.013428, 88.841148
0.013489, 84.128044
0.013550, 82.825371
0.013611, 80.382973
0.013672, 88.996468
0.013733, 84.084808
0.013794, 82.021935
0.013855, 82.155907
0.013916, 86.710808
0.013977, 85.185501
0.014038, 84.187737
0.014099, 83.405884
0.014160, 89.148178
0.014221, 84.588081
0.014282, 86.369949
0.014343, 85.305252
0.014404, 83.742111
0.014465, 82.323013
0.014526, 85.858192
0.014587, 86.857620
0.014648, 86.509499
0.014709, 85.652016
0.014771, 84.352760
0.014832, 86.496300
0.014893, 85.856674
0.014954, 84.900681
0.015015, 84.968803
0.015076, 81.540291
0.015137, 82.534271
0.015198, 85.892960
0.015259, 81.992043
0.015320, 86.057678
0.015381, 81.570824
0.015442, 80.541634
0.015503, 85.870430
0.015564, 79.720222
0.015625, 83.866211
0.015686, 85.311577
0.015747, 85.585808
0.015808, 81.822266
0.015869, 80.034935
0.015930, 80.377808
0.015991, 82.087135
0.016052, 88.654907
0.016113, 80.841331
0.016174, 83.942413
0.016235, 81.251747
0.016296, 83.956467
0.016357, 81.768440
0.016418, 81.793427
0.016479, 83.313202
0.016541, 82.913483
0.016602, 81.777466
0.016663, 80.084991
0.016724, 80.892082
0.016785, 82.151482
0.016846, 87.974190
0.016907, 81.839508
0.016968, 81.140282
0.017029, 81.015015
0.017090, 82.452599
0.017151, 83.631630
0.017212, 86.796341
0.017273, 78.099556
0.017334, 82.691559
0.017395, 76.864059
0.017456, 81.490349
0.017517, 86.365669
0.017578, 80.097092
0.017639, 81.583183
0.017700, 81.546875
0.017761, 78.391777
0.017822, 79.240036
0.017883, 83.337730
0.017944, 86.756844
0.018005, 82.838638
0.018066, 80.832970
0.018127, 78.803139
0.018188, 84.942459
0.018250, 79.297302
0.018311, 83.447754
0.018372, 79.215942
0.018433, 81.047066
0.018494, 83.941750
0.018555, 81.273857
0.018616, 84.371552
0.018677, 83.048363
0.018738, 82.817032
0.018799, 83.351486
0.018860, 77.620216
0.018921, 164.868759
0.018982, 86.186363
0.019043, 82.961334
0.019104, 81.954826
0.019165, 234.782806
0.019226, 81.175491
0.019287, 83.198586
0.019348, 80.829605
0.019409, 79.835976
0.019470, 80.178993
0.019531, 84.809380
0.019592, 78.469818
0.019653, 77.059006
0.019714, 80.974129
0.019775, 76.463562
0.019836, 77.774597
0.019897, 80.635612
0.019958, 80.883629
0.020020, 81.570160
0.020081, 81.795387
0.020142, 77.224190
0.020203, 77.572998
0.020264, 78.054192
0.020325, 77.142113
0.020386, 77.364021
0.020447, 78.137367
0.020508, 82.044319
0.020569, 81.080811
0.020630, 81.677345
0.020691, 80.032295
0.020752, 83.062050
0.020813, 79.722244
0.020874, 84.032837
0.020935, 83.234879
0.020996, 206.728470
0.021057, 82.180000
0.021118, 78.888672
0.021179, 76.256355
0.021240, 78.586617
0.021301, 78.642517
0.021362, 75.435081
0.021423, 78.977745
0.021484, 80.821320
0.021545, 78.810455
0.021606, 76.742271
0.021667, 77.614738
0.021729, 79.286369
0.021790, 80.659683
0.021851, 79.804184
0.021912, 77.495094
0.021973, 77.156105
0.022034, 75.552788
0.022095, 81.200081
0.022156, 82.937233
0.022217, 80.051727
0.022278, 77.381180
0.022339, 82.790779
0.022400, 75.455170
0.022461, 84.776863
0.022522, 78.464729
0.022583, 80.774109
0.022644, 77.669250
0.022705, 73.604027
0.022766, 82.866737
0.022827, 83.259560
0.022888, 78.266991
0.022949, 82.681999
0.023010, 79.662598
0.023071, 82.406487
0.023132, 76.823090
0.023193, 78.463531
0.023254, 77.144981
0.023315, 82.436859
0.023376, 80.331932
0.023438, 75.391098
0.023499, 78.592964
0.023560, 82.240067
0.023621, 80.390961
0.023682, 77.998802
0.023743, 72.315239
0.023804, 78.899467
0.023865, 77.316498
0.023926, 75.676987
0.023987, 77.333450
0.024048, 81.800560
0.024109, 83.769394
0.024170, 79.871773
0.024231, 78.622780
0.024292, 78.701225
0.024353, 74.976624
0.024414, 78.154884
0.024475, 79.036011
0.024536, 77.683205
0.024597, 76.647751
0.024658, 78.206871
0.024719, 74.400169
0.024780, 77.579735
0.024841, 82.930717
0.024902, 80.273384
0.024963, 83.053299
0.025024, 80.221901
0.025085, 81.079803
0.025146, 78.210854
0.025208, 80.834114
0.025269, 81.279854
0.025330, 79.230438
0.025391, 79.484337
0.025452, 79.539253
0.025513, 72.449936
0.025574, 76.043518
0.025635, 76.261017
0.025696, 75.271019
0.025757, 81.106750
0.025818, 79.799461
0.025879, 79.841331
0.025940, 81.111328
0.026001, 83.948647
0.026062, 76.125328
0.026123, 72.672607
0.026184, 80.074219
0.026245, 76.922485
0.026306, 77.880493
0.026367, 77.756073
0.026428, 79.516510
0.026489, 76.246063
0.026550, 86.223045
0.026611, 75.077919
0.026672, 83.102448
0.026733, 76.578712
0.026794, 80.016960
0.026855, 10.362994
0.026917, 74.439056
0.026978, 77.163826
0.027039, 78.660851
0.027100, 79.846802
0.027161, 80.198654
0.027222, 79.230232
0.027283, 77.891502
0.027344, 75.761559
0.027405, 78.633247
0.027466, 76.902878
0.027527, 78.057060
0.027588, 82.715485
0.027649, 74.048820
0.027710, 73.326378
0.027771, 79.725800
0.027832, 79.570557
0.027893, 81.466675
0.027954, 78.599220
0.028015, 79.289642
0.028076, 80.302994
0.028137, 83.484375
0.028198, 76.175484
0.028259, 77.591499
0.028320, 81.476501
0.028381, 74.270966
0.028442, 77.650414
0.028503, 79.753761
0.028564, 79.166557
0.028625, 78.577171
0.028687, 79.724442
0.028748, 75.257553
0.028809, 75.871300
0.028870, 75.705521
0.028931, 80.119278
0.028992, 80.743240
0.029053, 78.334358
0.029114, 75.332367
0.029175, 80.407318
0.029236, 82.846649
0.029297, 80.450531
0.029358, 77.432861
0.029419, 78.132248
0.029480, 80.505882
0.029541, 77.147865
0.029602, 75.517159
0.029663, 73.758980
0.029724, 74.266586
0.029785, 78.418175
0.029846, 75.653511
0.029907, 76.242119
0.029968, 77.586464
0.030029, 76.837135
0.030090, 76.574883
0.030151, 78.945786
0.030212, 71.925354
0.030273, 77.065453
0.030334, 77.239418
0.030396, 79.535408
0.030457, 73.759056
0.030518, 75.807892
0.030579, 82.946152
0.030640, 78.924332
0.030701, 80.842987
0.030762, 74.696243
0.030823, 75.014778
0.030884, 76.447502
0.030945, 76.477676
0.031006, 76.757706
0.031067, 79.357849
0.031128, 76.392136
0.031189, 74.688721
0.031250, 72.386444
0.031311, 76.611252
0.031372, 79.858276
0.031433, 76.997337
0.031494, 81.653053
0.031555, 73.271568
0.031616, 78.696762
0.031677, 76.597206
0.031738, 78.188454
0.031799, 79.255447
0.031860, 80.816689
0.031921, 77.822136
0.031982, 76.582085
0.032043, 79.362587
0.032104, 76.240852
0.032166, 77.078926
0.032227, 81.985176
0.032288, 75.877518
0.032349, 81.108200
0.032410, 78.763313
0.032471, 78.916237
0.032532, 81.645309
0.032593, 76.999435
0.032654, 79.819016
0.032715, 79.167473
0.032776, 83.356857
0.032837, 81.974770
0.032898, 75.207268
0.032959, 80.126419
0.033020, 79.480194
0.033081, 74.582375
0.033142, 81.826065
0.033203, 81.686630
0.033264, 75.717377
0.033325, 76.272408
0.033386, 73.880180
0.033447, 74.050537
0.033508, 80.036407
0.033569, 77.666237
0.033630, 73.973320
0.033691, 76.826599
0.033752, 80.875710
0.033813, 76.790634
0.033875, 81.395279
0.033936, 81.331779
0.033997, 79.408340
0.034058, 80.154518
0.034119, 74.846268
0.034180, 79.167572
0.034241, 77.763687
0.034302, 80.127579
0.034363, 79.124741
0.034424, 77.816452
0.034485, 81.471764
0.034546, 225.211807
0.034607, 81.792213
0.034668, 82.697792
0.034729, 80.881325
0.034790, 83.523216
0.034851, 79.675591
0.034912, 78.357841
0.034973, 77.784782
0.035034, 76.704002
0.035095, 81.917732
0.035156, 77.291710
0.035217, 79.597832
0.035278, 80.133308
0.035339, 77.395935
0.035400, 80.234604
0.035461, 82.391182
0.035522, 86.068108
0.035583, 226.831589
0.035645, 79.251625
0.035706, 80.158150
0.035767, 75.634628
0.035828, 76.819359
0.035889, 252.937744
0.035950, 81.815796
0.036011, 80.763779
0.036072, 76.848892
0.036133, 76.255707
0.036194, 78.731186
0.036255, 78.902512
0.036316, 78.714104
0.036377, 79.015030
0.036438, 77.946114
0.036499, 78.529839
0.036560, 80.808960
0.036621, 76.506119
0.036682, 79.679459
0.036743, 82.360229
0.036804, 72.163040
0.036865, 77.314407
0.036926, 78.998833
0.036987, 78.751968
0.037048, 80.553337
0.037109, 78.453392
0.037170, 78.739662
0.037231, 79.785942
0.037292, 82.369392
0.037354, 75.941772
0.037415, 78.357941
0.037476, 84.063423
0.037537, 82.208549
0.037598, 78.996796
0.037659, 83.911110
0.037720, 78.609886
0.037781, 76.939850
0.037842, 80.392586
0.037903, 81.983208
0.037964, 79.269081
0.038025, 180.833374
0.038086, 82.134735
0.038147, 78.505241
0.038208, 78.533775
0.038269, 81.087273
0.038330, 85.165482
0.038391, 84.584389
0.038452, 76.466949
0.038513, 78.861954
0.038574, 83.282570
0.038635, 77.448936
0.038696, 78.208778
0.038757, 79.321533
0.038818, 85.929062
0.038879, 82.811760
0.038940, 77.245728
0.039001, 78.819817
0.039062, 80.634796
0.039124, 84.304367
0.039185, 79.928719
0.039246, 83.967636
0.039307, 82.299034
0.039368, 82.021729
0.039429, 81.247375
0.039490, 84.632416
0.039551, 80.507675
0.039612, 77.819527
0.039673, 83.876152
0.039734, 79.132530
0.039795, 78.128532
0.039856, 86.734398
0.039917, 80.135849
0.039978, 85.760773
0.040039, 79.535660
0.040100, 80.723198
0.040161, 81.549286
0.040222, 80.176788
0.040283, 82.726456
0.040344, 81.410263
0.040405, 84.221352
0.040466, 82.014275
0.040527, 82.196899
0.040588, 77.671768
0.040649, 81.663345
0.040710, 85.120880
0.040771, 88.327866
0.040833, 84.233025
0.040894, 82.678520
0.040955, 86.140022
0.041016, 86.347107
0.041077, 80.523682
0.041138, 83.641075
0.041199, 81.179260
0.041260, 77.055443
0.041321, 82.841751
0.041382, 77.828812
0.041443, 83.366127
0.041504, 74.768867
0.041565, 81.721855
0.041626, 81.510490
0.041687, 79.549377
0.041748, 78.123329
0.041809, 82.010208
0.041870, 84.822014
0.041931, 81.119598
0.041992, 77.987297
0.042053, 83.729324
0.042114, 83.555862
0.042175, 82.499954
0.042236, 79.540062
0.042297, 80.984550
0.042358, 83.379715
0.042419, 83.062759
0.042480, 88.988914
0.042542, 82.605621
0.042603, 86.416611
0.042664, 76.994133
0.042725, 84.682137
0.042786, 84.870850
0.042847, 83.421585
0.042908, 86.031250
0.042969, 83.021217
0.043030, 83.194733
0.043091, 81.293739
0.043152, 81.297050
0.043213, 85.947762
0.043274, 81.063805
0.043335, 88.222237
0.043396, 86.169220
0.043457, 80.877129
0.043518, 86.888123
0.043579, 87.069351
0.043640, 81.668976
0.043701, 88.358963
0.043762, 84.440781
0.043823, 82.820602
0.043884, 80.275352
0.043945, 79.514259
0.044006, 88.182953
0.044067, 81.710266
0.044128, 84.825462
0.044189, 82.985786
0.044250, 83.613701
0.044312, 83.990952
0.044373, 86.384659
0.044434, 84.664680
0.044495, 85.181686
0.044556, 85.595306
0.044617, 81.543159
0.044678, 82.214882
0.044739, 85.086342
0.044800, 88.498924
0.044861, 84.516800
0.044922, 87.863640
0.044983, 83.120346
0.045044, 83.371185
0.045105, 88.476730
0.045166, 87.902977
0.045227, 83.838188
0.045288, 81.905602
0.045349, 87.331306
0.045410, 81.405914
0.045471, 83.319855
0.045532, 85.107307
0.045593, 84.054871
0.045654, 83.704185
0.045715, 87.239471
0.045776, 88.081268
0.045837, 84.123192
0.045898, 84.953186
0.045959, 79.936882
0.046021, 86.919571
0.046082, 85.023582
0.046143, 87.402733
0.046204, 84.171303
0.046265, 89.372581
0.046326, 86.307014
0.046387, 89.245811
0.046448, 82.523811
0.046509, 85.330811
0.046570, 86.394554
0.046631, 84.918770
0.046692, 84.205803
0.046753, 88.028671
0.046814, 83.727966
0.046875, 87.536957
0.046936, 216.517090
0.046997, 88.754150
0.047058, 86.870735
0.047119, 86.092194
0.047180, 85.832024
0.047241, 88.249931
0.047302, 196.105392
0.047363, 87.786102
0.047424, 87.074799
0.047485, 85.387016
0.047546, 83.375443
0.047607, 85.985626
0.047668, 86.129593
0.047729, 85.584358
0.047791, 86.601570
0.047852, 87.421082
0.047913, 87.684341
0.047974, 88.926170
0.048035, 85.066116
0.048096, 86.648895
0.048157, 89.423622
0.048218, 84.737953
0.048279, 91.955475
0.048340, 91.548187
0.048401, 90.485535
0.048462, 86.861160
0.048523, 84.631462
0.048584, 90.737671
0.048645, 91.266113
0.048706, 85.228966
0.048767, 89.079468
0.048828, 94.205986
0.048889, 88.810234
0.048950, 84.970543
0.049011, 86.577179
0.049072, 89.007378
0.049133, 84.785210
0.049194, 87.122612
0.049255, 84.879776
0.049316, 91.114861
0.049377, 84.270821
0.049438, 88.254425
0.049500, 159.081207
0.049561, 85.330574
0.049622, 86.246986
0.049683, 90.506943
0.049744, 85.594009
0.049805, 90.807159
0.049866, 84.787422
0.049927, -81.907631
0.049988, 81.194153
0.050049, 87.524223
0.050110, 93.754890
0.050171, 92.567589
0.050232, 86.343948
0.050293, 89.295044
0.050354, 90.955582
0.050415, 90.240997
0.050476, 94.751030
0.050537, 88.029396
0.050598, 93.295113
0.050659, 90.465935
0.050720, 83.426994
0.050781, 90.381096
0.050842, 87.419533
0.050903, 89.828445
0.050964, 89.746674
0.051025, 90.124413
0.051086, 91.100098
0.051147, 95.194473
0.051208, 86.584221
0.051270, 91.271927
0.051331, 94.398743
0.051392, 90.964005
0.051453, 92.858459
0.051514, 94.361618
0.051575, 88.651764
0.051636, 91.917831
0.051697, 88.150009
0.051758, 88.511894
0.051819, 91.942848
0.051880, 90.459709
0.051941, 94.635208
0.052002, 90.012657
0.052063, 88.333290
0.052124, 94.916885
0.052185, 93.428627
0.052246, 89.270645
0.052307, 95.356804
0.052368, 93.020020
0.052429, 90.993546
0.052490, 91.430504
0.052551, 94.723755
0.052612, 91.663979
0.052673, 89.706352
0.052734, 91.212097
0.052795, 86.787453
0.052856, 92.610321
0.052917, 91.357941
0.052979, 91.231346
0.053040, 91.674095
0.053101, 88.634659
0.053162, 89.801903
0.053223, 89.031731
0.053284, 88.875618
0.053345, 89.923904
0.053406, 87.827797
0.053467, 90.911964
0.053528, 92.966774
0.053589, 94.104996
0.053650, 98.186859
0.053711, 87.485229
0.053772, 187.278732
0.053833, 95.519485
0.053894, 91.025261
0.053955, 90.418594
0.054016, 240.293640
0.054077, 96.369209
0.054138, 96.716980
0.054199, 93.754471
0.054260, 97.646950
0.054321, 90.017166
0.054382, 95.959259
0.054443, 95.859100
0.054504, 95.503845
0.054565, 96.368820
0.054626, 96.036629
0.054688, 94.274010
0.054749, 95.216484
0.054810, 92.416321
0.054871, 99.679123
0.054932, 96.935783
0.054993, 94.582123
0.055054, 95.141983
0.055115, 94.970398
0.055176, 92.346283
0.055237, 98.320824
0.055298, 97.462669
0.055359, 94.662117
0.055420, 96.517403
0.055481, 99.436127
0.055542, 96.215851
0.055603, 97.719872
0.055664, 97.888657
0.055725, 88.528442
0.055786, 102.374954
0.055847, 96.253197
0.055908, 94.951424
0.055969, 97.834427
0.056030, 99.752304
0.056091, 97.032578
0.056152, 96.244164
0.056213, 97.856689
0.056274, 95.779457
0.056335, 100.594055
0.056396, 94.439735
0.056458, 96.733063
0.056519, 98.037918
0.056580, 98.533310
0.056641, 101.686127
0.056702, 94.441277
0.056763, 97.246521
0.056824, 99.694672
0.056885, 95.844307
0.056946, 97.077553
0.057007, 100.456306
0.057068, 98.270004
0.057129, 94.727631
0.057190, 98.492813
0.057251, 98.397881
0.057312, 92.657997
0.057373, 99.143578
0.057434, 98.179596
0.057495, 98.980171
0.057556, 97.048378
0.057617, 97.302246
0.057678, 98.620995
0.057739, 95.543434
0.057800, 97.227364
0.057861, 96.383087
0.057922, 98.580421
0.057983, 94.568275
0.058044, 98.372322
0.058105, 95.613686
0.058167, 100.399315
0.058228, 99.863441
0.058289, 101.859192
0.058350, 100.057327
0.058411, 97.957024
0.058472, 99.695740
0.058533, 99.165642
0.058594, 103.153702
0.058655, 100.453873
0.058716, 98.496864
0.058777, 98.704178
0.058838, 102.877762
0.058899, 102.411980
0.058960, 97.219666
0.059021, 101.096718
0.059082, 206.418243
0.059143, 99.071114
0.059204, 96.453979
0.059265, 94.485130
0.059326, 103.204643
0.059387, 96.416176
0.059448, 97.907433
0.059509, 17.939363
0.059570, 100.744873
0.059631, 104.182625
0.059692, 100.168152
0.059753, 100.925690
0.059814, 101.386856
0.059875, 99.286575
0.059937, 99.413864
0.059998, 103.235710
0.060059, 103.792557
0.060120, 99.446098
0.060181, 97.208916
0.060242, 105.001518
0.060303, 102.445786
0.060364, 100.062805
0.060425, 102.074249
0.060486, 98.072891
0.060547, 102.395370
0.060608, 100.702042
0.060669, 100.423615
0.060730, 105.527153
0.060791, 103.829979
0.060852, 104.518791
0.060913, 100.205322
0.060974, 102.533081
0.061035, 100.278091
0.061096, 103.989777
0.061157, 103.681122
0.061218, 104.605492
0.061279, 105.131012
0.061340, 100.146278
0.061401, 105.900574
0.061462, 104.022888
0.061523, 105.715950
0.061584, 104.140099
0.061646, 105.296066
0.061707, 102.079498
0.061768, 105.154396
0.061829, 103.813087
0.061890, 106.767792
0.061951, 102.853325
0.062012, 99.232224
0.062073, 102.223145
0.062134, 105.027191
0.062195, 103.580177
0.062256, 106.402664
0.062317, 102.520912
0.062378, 104.756660
0.062439, 107.224815
0.062500, 107.033539
0.062561, 105.997833
0.062622, 109.891022
0.062683, 106.072441
0.062744, 104.608154
0.062805, 105.904938
0.062866, 106.448013
0.062927, 103.708000
0.062988, 102.232445
0.063049, 100.580315
0.063110, 106.637833
0.063171, 103.855034
0.063232, 106.477600
0.063293, 105.129265
0.063354, 104.845413
0.063416, 110.155396
0.063477, 108.885857
0.063538, 108.419090
0.063599, 104.125954
0.063660, 108.365791
0.063721, 104.766594
0.063782, 103.332420
0.063843, 107.728500
0.063904, 104.567345
0.063965, 111.292000
0.064026, 107.845238
0.064087, 109.975960
0.064148, 109.706879
0.064209, 108.102844
0.064270, 106.286652
0.064331, 108.051132
0.064392, 108.929047
0.064453, 106.676201
0.064514, 110.044151
0.064575, 104.917351
0.064636, 105.566803
0.064697, 104.351776
0.064758, 107.976593
0.064819, 110.159348
0.064880, 108.482178
0.064941, 106.490631
0.065002, 106.081520
0.065063, 103.888382
0.065125, 107.225685
0.065186, 111.532944
0.065247, 106.655334
0.065308, 107.485512
0.065369, 108.112862
0.065430, 257.873260
0.065491, 106.452301
0.065552, 109.525200
0.065613, 104.304733
0.065674, 113.091705
0.065735, 108.827614
0.065796, 109.130089
0.065857, 111.721939
0.065918, 111.191360
0.065979, 108.146576
0.066040, 106.543800
0.066101, 109.735420
0.066162, 113.454620
0.066223, 110.875580
0.066284, 110.487595
0.066345, 107.328865
0.066406, 111.142776
0.066467, 110.515564
0.066528, 112.971268
0.066589, 109.358780
0.066650, 105.420052
0.066711, 108.325981
0.066772, 107.684357
0.066833, 109.318672
0.066895, 107.549110
0.066956, 104.439056
0.067017, 108.066948
0.067078, 114.955070
0.067139, 111.762566
0.067200, 109.660210
0.067261, 107.951729
0.067322, 112.943359
0.067383, 111.040413
0.067444, 110.431625
0.067505, 113.438988
0.067566, 109.767998
0.067627, 111.558815
0.067688, 111.125015
0.067749, 111.852295
0.067810, 110.942070
0.067871, 108.006218
0.067932, 114.661964
0.067993, 113.739258
0.068054, 112.089081
0.068115, 107.294250
0.068176, 112.723747
0.068237, 114.738472
0.068298, 109.324501
0.068359, 116.086769
0.068420, 108.959732
0.068481, 110.730209
0.068542, 113.157738
0.068604, 110.022484
0.068665, 110.045166
0.068726, 110.382744
0.068787, 111.889603
0.068848, 110.630745
0.068909, 111.627777
0.068970, 112.592361
0.069031, 111.136681
0.069092, 114.099075
0.069153, 120.508148
0.069214, 109.687538
0.069275, 114.170197
0.069336, 110.850327
0.069397, 113.768669
0.069458, 118.304893
0.069519, 112.721634
0.069580, 115.534332
0.069641, 113.050163
0.069702, 110.499474
0.069763, 110.945198
0.069824, 114.631935
0.069885, 114.212616
0.069946, 115.683907
0.070007, 113.453865
0.070068, 114.720245
0.070129, 115.050194
0.070190, 114.586578
0.070251, 114.691368
0.070312, 111.859604
0.070374, 115.661331
0.070435, 120.835205
0.070496, 113.664276
0.070557, 116.657402
0.070618, 114.619331
0.070679, 117.960815
0.070740, 115.703354
0.070801, 113.520149
0.070862, 120.284714
0.070923, 113.734749
0.070984, 117.728943
0.071045, 114.768768
0.071106, 116.766899
0.071167, 115.215637
0.071228, 114.300613
0.071289, 111.739754
0.071350, 119.875252
0.071411, 115.020264
0.071472, 114.718620
0.071533, 122.062355
0.071594, 115.667274
0.071655, 115.061081
0.071716, 119.388672
0.071777, 120.359406
0.071838, 115.734772
0.071899, 121.156555
0.071960, 115.754494
0.072021, 116.058388
0.072083, 118.116394
0.072144, 118.264839
0.072205, 116.198730
0.072266, 114.612762
0.072327, -77.478432
0.072388, 117.135910
0.072449, 117.007957
0.072510, 118.361946
0.072571, 119.870926
0.072632, 120.229897
0.072693, 121.798996
0.072754, 116.015541
0.072815, 117.760330
0.072876, 121.198349
0.072937, 115.907631
0.072998, 120.687897
0.073059, 118.736771
0.073120, 116.685684
0.073181, 119.362556
0.073242, 119.430176
0.073303, 117.925148
0.073364, 113.610603
0.073425, 120.635101
0.073486, 119.907967
0.073547, 121.859665
0.073608, 119.126160
0.073669, 119.396484
0.073730, 113.243607
0.073792, 118.508713
0.073853, 122.499878
0.073914, 118.111214
0.073975, 120.069572
0.074036, 120.045113
0.074097, 119.452759
0.074158, 123.833061
0.074219, 118.903496
0.074280, 123.365585
0.074341, 120.522308
0.074402, 123.030418
0.074463, 119.530045
0.074524, 121.204079
0.074585, 121.704628
0.074646, 121.666824
0.074707, 122.408211
0.074768, 122.353622
0.074829, 119.586746
0.074890, 121.446892
0.074951, 121.241989
0.075012, 120.382668
0.075073, 123.437721
0.075134, 120.988022
0.075195, 120.276520
0.075256, 117.170891
0.075317, 123.915062
0.075378, 123.277496
0.075439, 121.160187
0.075500, 117.511909
0.075562, 122.713226
0.075623, 119.007393
0.075684, 123.684685
0.075745, 124.409859
0.075806, 123.195694
0.075867, 124.755219
0.075928, 124.911621
0.075989, 125.520935
0.076050, 123.594864
0.076111, 123.309486
0.076172, 116.644707
0.076233, 126.804909
0.076294, 122.945518
0.076355, 123.527077
0.076416, 123.763657
0.076477, 125.244415
0.076538, 124.382111
0.076599, 123.215790
0.076660, 123.435738
0.076721, 127.682693
0.076782, 122.539490
0.076843, 121.435272
0.076904, 124.809586
0.076965, 127.034805
0.077026, 127.945450
0.077087, 122.587875
0.077148, 127.447510
0.077209, 125.002518
0.077271, 127.911789
0.077332, 127.042900
0.077393, 120.409004
0.077454, 124.387199
0.077515, 120.828445
